layer,head,type,patched_logit_diff,effect
7,11,attn_head,-2.2978057861328125,0.0508270263671875
8,0,attn_head,-2.3342208862304688,0.01441192626953125
8,1,attn_head,-2.3292007446289062,0.01943206787109375
8,2,attn_head,-2.3198013305664062,0.02883148193359375
8,3,attn_head,-2.3631210327148438,-0.01448822021484375
8,4,attn_head,-2.3448028564453125,0.0038299560546875
8,5,attn_head,-2.3807296752929688,-0.03209686279296875
8,6,attn_head,-2.3530120849609375,-0.0043792724609375
8,7,attn_head,-2.3199462890625,0.0286865234375
8,8,attn_head,-2.342559814453125,0.006072998046875
8,9,attn_head,-2.322174072265625,0.026458740234375
8,10,attn_head,-2.379302978515625,-0.030670166015625
8,11,attn_head,-2.3208389282226562,0.02779388427734375
9,0,attn_head,-2.3411178588867188,0.00751495361328125
9,1,attn_head,-2.3446197509765625,0.0040130615234375
9,2,attn_head,-2.324737548828125,0.023895263671875
9,3,attn_head,-2.3376007080078125,0.0110321044921875
9,4,attn_head,-2.3589248657226562,-0.01029205322265625
9,5,attn_head,-2.3781814575195312,-0.02954864501953125
9,6,attn_head,-2.3360519409179688,0.01258087158203125
9,7,attn_head,-2.351776123046875,-0.003143310546875
9,8,attn_head,-2.3577346801757812,-0.00910186767578125
9,9,attn_head,-2.3269271850585938,0.02170562744140625
9,10,attn_head,-2.369110107421875,-0.020477294921875
9,11,attn_head,-2.3524017333984375,-0.0037689208984375
10,0,attn_head,-2.3440170288085938,0.00461578369140625
10,1,attn_head,-2.32879638671875,0.01983642578125
10,2,attn_head,-2.3311386108398438,0.01749420166015625
10,3,attn_head,-2.3190155029296875,0.0296173095703125
10,4,attn_head,-2.3820343017578125,-0.0334014892578125
10,5,attn_head,-2.3857498168945312,-0.03711700439453125
10,6,attn_head,-2.3407745361328125,0.0078582763671875
10,7,attn_head,-2.3528900146484375,-0.0042572021484375
10,8,attn_head,-2.363861083984375,-0.015228271484375
10,9,attn_head,-2.357391357421875,-0.008758544921875
10,10,attn_head,-2.3317031860351562,0.01692962646484375
10,11,attn_head,-2.36846923828125,-0.01983642578125
11,0,attn_head,-2.323699951171875,0.024932861328125
11,1,attn_head,-2.3183212280273438,0.03031158447265625
11,2,attn_head,-2.3397369384765625,0.0088958740234375
11,3,attn_head,-2.3104782104492188,0.03815460205078125
11,4,attn_head,-2.34283447265625,0.00579833984375
11,5,attn_head,-2.3470230102539062,0.00160980224609375
11,6,attn_head,-2.3603057861328125,-0.0116729736328125
11,7,attn_head,-2.3296966552734375,0.0189361572265625
11,8,attn_head,-2.3391571044921875,0.0094757080078125
11,9,attn_head,-2.3164749145507812,0.03215789794921875
11,10,attn_head,-2.3105010986328125,0.0381317138671875
11,11,attn_head,-2.326171875,0.0224609375
0,-1,mlp,-2.1824111938476562,0.16622161865234375
1,-1,mlp,-2.1788711547851562,0.16976165771484375
2,-1,mlp,-2.3637619018554688,-0.01512908935546875
3,-1,mlp,-2.3213119506835938,0.02732086181640625
4,-1,mlp,-2.0345840454101562,0.31404876708984375
5,-1,mlp,-2.26678466796875,0.08184814453125
6,-1,mlp,-2.185455322265625,0.163177490234375
7,-1,mlp,-2.3613815307617188,-0.01274871826171875
8,-1,mlp,-2.258575439453125,0.090057373046875
9,-1,mlp,-2.3174057006835938,0.03122711181640625
10,-1,mlp,-2.3236160278320312,0.02501678466796875
11,-1,mlp,-2.266815185546875,0.081817626953125
