layer,head,type,patched_logit_diff,effect
8,0,attn_head,-0.2405242919921875,-0.045135498046875
8,1,attn_head,-0.2137603759765625,-0.01837158203125
8,2,attn_head,-0.1711273193359375,0.024261474609375
8,3,attn_head,-0.18889617919921875,0.00649261474609375
8,4,attn_head,-0.2079620361328125,-0.0125732421875
8,5,attn_head,-0.2437896728515625,-0.04840087890625
8,6,attn_head,-0.19527435302734375,0.00011444091796875
8,7,attn_head,-0.1946868896484375,0.000701904296875
8,8,attn_head,-0.21197509765625,-0.0165863037109375
8,9,attn_head,-0.2117919921875,-0.0164031982421875
8,10,attn_head,-0.21421051025390625,-0.01882171630859375
8,11,attn_head,-0.18769073486328125,0.00769805908203125
9,0,attn_head,-0.191192626953125,0.0041961669921875
9,1,attn_head,-0.22672271728515625,-0.03133392333984375
9,2,attn_head,-0.13547515869140625,0.05991363525390625
9,3,attn_head,-0.11844635009765625,0.07694244384765625
9,4,attn_head,-0.2090301513671875,-0.013641357421875
9,5,attn_head,-0.22570037841796875,-0.03031158447265625
9,6,attn_head,-0.203948974609375,-0.0085601806640625
9,7,attn_head,-0.1313323974609375,0.064056396484375
9,8,attn_head,-0.18865966796875,0.0067291259765625
9,9,attn_head,-0.1753997802734375,0.019989013671875
9,10,attn_head,-0.21379852294921875,-0.01840972900390625
9,11,attn_head,-0.200653076171875,-0.0052642822265625
10,0,attn_head,-0.22199249267578125,-0.02660369873046875
10,1,attn_head,-0.218109130859375,-0.0227203369140625
10,2,attn_head,-0.21121978759765625,-0.01583099365234375
10,3,attn_head,-0.2711334228515625,-0.07574462890625
10,4,attn_head,-0.20932769775390625,-0.01393890380859375
10,5,attn_head,-0.200408935546875,-0.0050201416015625
10,6,attn_head,-0.19498443603515625,0.00040435791015625
10,7,attn_head,-0.20069122314453125,-0.00530242919921875
10,8,attn_head,-0.2093505859375,-0.0139617919921875
10,9,attn_head,-0.23493194580078125,-0.03954315185546875
10,10,attn_head,-0.19140625,0.0039825439453125
10,11,attn_head,-0.2230224609375,-0.0276336669921875
11,0,attn_head,-0.193817138671875,0.0015716552734375
11,1,attn_head,-0.1937408447265625,0.00164794921875
11,2,attn_head,-0.19461822509765625,0.00077056884765625
11,3,attn_head,-0.21282196044921875,-0.01743316650390625
11,4,attn_head,-0.19339752197265625,0.00199127197265625
11,5,attn_head,-0.195281982421875,0.0001068115234375
11,6,attn_head,-0.1879119873046875,0.007476806640625
11,7,attn_head,-0.17482757568359375,0.02056121826171875
11,8,attn_head,-0.1834259033203125,0.011962890625
11,9,attn_head,-0.20381927490234375,-0.00843048095703125
11,10,attn_head,-0.2080535888671875,-0.012664794921875
11,11,attn_head,-0.19854736328125,-0.0031585693359375
0,-1,mlp,-0.394287109375,-0.1988983154296875
1,-1,mlp,-0.6397171020507812,-0.44432830810546875
2,-1,mlp,-0.5787811279296875,-0.383392333984375
3,-1,mlp,-0.17008209228515625,0.02530670166015625
4,-1,mlp,-0.361968994140625,-0.1665802001953125
5,-1,mlp,-0.291961669921875,-0.0965728759765625
6,-1,mlp,-0.07273101806640625,0.12265777587890625
7,-1,mlp,-0.40619659423828125,-0.21080780029296875
8,-1,mlp,-0.239349365234375,-0.0439605712890625
9,-1,mlp,-0.738922119140625,-0.5435333251953125
10,-1,mlp,-0.27349090576171875,-0.07810211181640625
11,-1,mlp,-0.11309814453125,0.0822906494140625
